path_prefix|batch_id|of_n_batches|batch_length
monthly/CDM_lite_FirstRelease_USS0014L*|monthly-CDM_lite_FirstRelease_USS0014L|5517|1
monthly/CDM_lite_FirstRelease_USS0015A*|monthly-CDM_lite_FirstRelease_USS0015A|5517|4
monthly/CDM_lite_FirstRelease_USS0015B*|monthly-CDM_lite_FirstRelease_USS0015B|5517|4
monthly/CDM_lite_FirstRelease_USS0015C*|monthly-CDM_lite_FirstRelease_USS0015C|5517|6
monthly/CDM_lite_FirstRelease_USS0015D*|monthly-CDM_lite_FirstRelease_USS0015D|5517|2
monthly/CDM_lite_FirstRelease_USS0015E*|monthly-CDM_lite_FirstRelease_USS0015E|5517|5
monthly/CDM_lite_FirstRelease_USS0015F*|monthly-CDM_lite_FirstRelease_USS0015F|5517|6
monthly/CDM_lite_FirstRelease_USS0015G*|monthly-CDM_lite_FirstRelease_USS0015G|5517|1
monthly/CDM_lite_FirstRelease_USS0015H*|monthly-CDM_lite_FirstRelease_USS0015H|5517|8
monthly/CDM_lite_FirstRelease_USS0015J*|monthly-CDM_lite_FirstRelease_USS0015J|5517|6
monthly/CDM_lite_FirstRelease_USS0015K*|monthly-CDM_lite_FirstRelease_USS0015K|5517|2
monthly/CDM_lite_FirstRelease_USS0015L*|monthly-CDM_lite_FirstRelease_USS0015L|5517|2
monthly/CDM_lite_FirstRelease_USS0015N*|monthly-CDM_lite_FirstRelease_USS0015N|5517|3
monthly/CDM_lite_FirstRelease_USS0015h*|monthly-CDM_lite_FirstRelease_USS0015h|5517|1
monthly/CDM_lite_FirstRelease_USS0015j*|monthly-CDM_lite_FirstRelease_USS0015j|5517|2
monthly/CDM_lite_FirstRelease_USS0016A*|monthly-CDM_lite_FirstRelease_USS0016A|5517|6
monthly/CDM_lite_FirstRelease_USS0016B*|monthly-CDM_lite_FirstRelease_USS0016B|5517|1
monthly/CDM_lite_FirstRelease_USS0016C*|monthly-CDM_lite_FirstRelease_USS0016C|5517|3
monthly/CDM_lite_FirstRelease_USS0016D*|monthly-CDM_lite_FirstRelease_USS0016D|5517|2
monthly/CDM_lite_FirstRelease_USS0016E*|monthly-CDM_lite_FirstRelease_USS0016E|5517|5
monthly/CDM_lite_FirstRelease_USS0016F*|monthly-CDM_lite_FirstRelease_USS0016F|5517|2
monthly/CDM_lite_FirstRelease_USS0016G*|monthly-CDM_lite_FirstRelease_USS0016G|5517|2
monthly/CDM_lite_FirstRelease_USS0016H*|monthly-CDM_lite_FirstRelease_USS0016H|5517|8
monthly/CDM_lite_FirstRelease_USS0016J*|monthly-CDM_lite_FirstRelease_USS0016J|5517|1
monthly/CDM_lite_FirstRelease_USS0017A*|monthly-CDM_lite_FirstRelease_USS0017A|5517|1
monthly/CDM_lite_FirstRelease_USS0017B*|monthly-CDM_lite_FirstRelease_USS0017B|5517|2
monthly/CDM_lite_FirstRelease_USS0017C*|monthly-CDM_lite_FirstRelease_USS0017C|5517|3
monthly/CDM_lite_FirstRelease_USS0017D*|monthly-CDM_lite_FirstRelease_USS0017D|5517|6
monthly/CDM_lite_FirstRelease_USS0017H*|monthly-CDM_lite_FirstRelease_USS0017H|5517|3
monthly/CDM_lite_FirstRelease_USS0017J*|monthly-CDM_lite_FirstRelease_USS0017J|5517|1
monthly/CDM_lite_FirstRelease_USS0017K*|monthly-CDM_lite_FirstRelease_USS0017K|5517|1
monthly/CDM_lite_FirstRelease_USS0018A*|monthly-CDM_lite_FirstRelease_USS0018A|5517|3
monthly/CDM_lite_FirstRelease_USS0018D*|monthly-CDM_lite_FirstRelease_USS0018D|5517|7
monthly/CDM_lite_FirstRelease_USS0018E*|monthly-CDM_lite_FirstRelease_USS0018E|5517|6
monthly/CDM_lite_FirstRelease_USS0018F*|monthly-CDM_lite_FirstRelease_USS0018F|5517|1
monthly/CDM_lite_FirstRelease_USS0018G*|monthly-CDM_lite_FirstRelease_USS0018G|5517|2
monthly/CDM_lite_FirstRelease_USS0018H*|monthly-CDM_lite_FirstRelease_USS0018H|5517|2
monthly/CDM_lite_FirstRelease_USS0019A*|monthly-CDM_lite_FirstRelease_USS0019A|5517|3
monthly/CDM_lite_FirstRelease_USS0019D*|monthly-CDM_lite_FirstRelease_USS0019D|5517|2
monthly/CDM_lite_FirstRelease_USS0019E*|monthly-CDM_lite_FirstRelease_USS0019E|5517|2
monthly/CDM_lite_FirstRelease_USS0019F*|monthly-CDM_lite_FirstRelease_USS0019F|5517|1
monthly/CDM_lite_FirstRelease_USS0019K*|monthly-CDM_lite_FirstRelease_USS0019K|5517|3
monthly/CDM_lite_FirstRelease_USS0019L*|monthly-CDM_lite_FirstRelease_USS0019L|5517|17
monthly/CDM_lite_FirstRelease_USS0019k*|monthly-CDM_lite_FirstRelease_USS0019k|5517|1
monthly/CDM_lite_FirstRelease_USS0020A*|monthly-CDM_lite_FirstRelease_USS0020A|5517|8
monthly/CDM_lite_FirstRelease_USS0020B*|monthly-CDM_lite_FirstRelease_USS0020B|5517|5
monthly/CDM_lite_FirstRelease_USS0020D*|monthly-CDM_lite_FirstRelease_USS0020D|5517|2
monthly/CDM_lite_FirstRelease_USS0020E*|monthly-CDM_lite_FirstRelease_USS0020E|5517|1
monthly/CDM_lite_FirstRelease_USS0020G*|monthly-CDM_lite_FirstRelease_USS0020G|5517|4
monthly/CDM_lite_FirstRelease_USS0020H*|monthly-CDM_lite_FirstRelease_USS0020H|5517|5
monthly/CDM_lite_FirstRelease_USS0020K*|monthly-CDM_lite_FirstRelease_USS0020K|5517|8
monthly/CDM_lite_FirstRelease_USS0020L*|monthly-CDM_lite_FirstRelease_USS0020L|5517|3
monthly/CDM_lite_FirstRelease_USS0021A*|monthly-CDM_lite_FirstRelease_USS0021A|5517|8
monthly/CDM_lite_FirstRelease_USS0021B*|monthly-CDM_lite_FirstRelease_USS0021B|5517|17
monthly/CDM_lite_FirstRelease_USS0021C*|monthly-CDM_lite_FirstRelease_USS0021C|5517|16
monthly/CDM_lite_FirstRelease_USS0021D*|monthly-CDM_lite_FirstRelease_USS0021D|5517|8
monthly/CDM_lite_FirstRelease_USS0021E*|monthly-CDM_lite_FirstRelease_USS0021E|5517|5
monthly/CDM_lite_FirstRelease_USS0021F*|monthly-CDM_lite_FirstRelease_USS0021F|5517|4
monthly/CDM_lite_FirstRelease_USS0021G*|monthly-CDM_lite_FirstRelease_USS0021G|5517|4
monthly/CDM_lite_FirstRelease_USS0022C*|monthly-CDM_lite_FirstRelease_USS0022C|5517|4
monthly/CDM_lite_FirstRelease_USS0022D*|monthly-CDM_lite_FirstRelease_USS0022D|5517|3
monthly/CDM_lite_FirstRelease_USS0022E*|monthly-CDM_lite_FirstRelease_USS0022E|5517|5
monthly/CDM_lite_FirstRelease_USS0022F*|monthly-CDM_lite_FirstRelease_USS0022F|5517|8
monthly/CDM_lite_FirstRelease_USS0022G*|monthly-CDM_lite_FirstRelease_USS0022G|5517|8
monthly/CDM_lite_FirstRelease_USS0023B*|monthly-CDM_lite_FirstRelease_USS0023B|5517|4
monthly/CDM_lite_FirstRelease_USS0023D*|monthly-CDM_lite_FirstRelease_USS0023D|5517|3
monthly/CDM_lite_FirstRelease_USS0023G*|monthly-CDM_lite_FirstRelease_USS0023G|5517|2
monthly/CDM_lite_FirstRelease_USS0033J*|monthly-CDM_lite_FirstRelease_USS0033J|5517|1
monthly/CDM_lite_FirstRelease_USS0035K*|monthly-CDM_lite_FirstRelease_USS0035K|5517|1
monthly/CDM_lite_FirstRelease_USS0041P*|monthly-CDM_lite_FirstRelease_USS0041P|5517|1
monthly/CDM_lite_FirstRelease_USS0042M*|monthly-CDM_lite_FirstRelease_USS0042M|5517|1
monthly/CDM_lite_FirstRelease_USS0042N*|monthly-CDM_lite_FirstRelease_USS0042N|5517|1
monthly/CDM_lite_FirstRelease_USS0044Q*|monthly-CDM_lite_FirstRelease_USS0044Q|5517|1
monthly/CDM_lite_FirstRelease_USS0045L*|monthly-CDM_lite_FirstRelease_USS0045L|5517|1
monthly/CDM_lite_FirstRelease_USS0045M*|monthly-CDM_lite_FirstRelease_USS0045M|5517|1
monthly/CDM_lite_FirstRelease_USS0045O*|monthly-CDM_lite_FirstRelease_USS0045O|5517|3
monthly/CDM_lite_FirstRelease_USS0045P*|monthly-CDM_lite_FirstRelease_USS0045P|5517|1
monthly/CDM_lite_FirstRelease_USS0045Q*|monthly-CDM_lite_FirstRelease_USS0045Q|5517|2
monthly/CDM_lite_FirstRelease_USS0045R*|monthly-CDM_lite_FirstRelease_USS0045R|5517|1
monthly/CDM_lite_FirstRelease_USS0046M*|monthly-CDM_lite_FirstRelease_USS0046M|5517|1
monthly/CDM_lite_FirstRelease_USS0046P*|monthly-CDM_lite_FirstRelease_USS0046P|5517|1
monthly/CDM_lite_FirstRelease_USS0046Q*|monthly-CDM_lite_FirstRelease_USS0046Q|5517|3
monthly/CDM_lite_FirstRelease_USS0047O*|monthly-CDM_lite_FirstRelease_USS0047O|5517|1
monthly/CDM_lite_FirstRelease_USS0047P*|monthly-CDM_lite_FirstRelease_USS0047P|5517|1
monthly/CDM_lite_FirstRelease_USS0048L*|monthly-CDM_lite_FirstRelease_USS0048L|5517|1
monthly/CDM_lite_FirstRelease_USS0048M*|monthly-CDM_lite_FirstRelease_USS0048M|5517|1
monthly/CDM_lite_FirstRelease_USS0048U*|monthly-CDM_lite_FirstRelease_USS0048U|5517|1
monthly/CDM_lite_FirstRelease_USS0048V*|monthly-CDM_lite_FirstRelease_USS0048V|5517|1
monthly/CDM_lite_FirstRelease_USS0049L*|monthly-CDM_lite_FirstRelease_USS0049L|5517|7
monthly/CDM_lite_FirstRelease_USS0049M*|monthly-CDM_lite_FirstRelease_USS0049M|5517|3
monthly/CDM_lite_FirstRelease_USS0049T*|monthly-CDM_lite_FirstRelease_USS0049T|5517|2
monthly/CDM_lite_FirstRelease_USS0050K*|monthly-CDM_lite_FirstRelease_USS0050K|5517|3
monthly/CDM_lite_FirstRelease_USS0050L*|monthly-CDM_lite_FirstRelease_USS0050L|5517|1
monthly/CDM_lite_FirstRelease_USS0050M*|monthly-CDM_lite_FirstRelease_USS0050M|5517|3
monthly/CDM_lite_FirstRelease_USS0050N*|monthly-CDM_lite_FirstRelease_USS0050N|5517|2
monthly/CDM_lite_FirstRelease_USS0050O*|monthly-CDM_lite_FirstRelease_USS0050O|5517|1
monthly/CDM_lite_FirstRelease_USS0050R*|monthly-CDM_lite_FirstRelease_USS0050R|5517|1
monthly/CDM_lite_FirstRelease_USS0050S*|monthly-CDM_lite_FirstRelease_USS0050S|5517|1
monthly/CDM_lite_FirstRelease_USS0051K*|monthly-CDM_lite_FirstRelease_USS0051K|5517|3
monthly/CDM_lite_FirstRelease_USS0051R*|monthly-CDM_lite_FirstRelease_USS0051R|5517|1
monthly/CDM_lite_FirstRelease_USS0053L*|monthly-CDM_lite_FirstRelease_USS0053L|5517|1
monthly/CDM_lite_FirstRelease_USS0054K*|monthly-CDM_lite_FirstRelease_USS0054K|5517|1
monthly/CDM_lite_FirstRelease_USS0062S*|monthly-CDM_lite_FirstRelease_USS0062S|5517|1
monthly/CDM_lite_FirstRelease_USS0063P*|monthly-CDM_lite_FirstRelease_USS0063P|5517|2
monthly/CDM_lite_FirstRelease_USS0064P*|monthly-CDM_lite_FirstRelease_USS0064P|5517|1
monthly/CDM_lite_FirstRelease_USSNRCS0*|monthly-CDM_lite_FirstRelease_USSNRCS0|5517|1
monthly/CDM_lite_FirstRelease_USW00003*|monthly-CDM_lite_FirstRelease_USW00003|5517|177
monthly/CDM_lite_FirstRelease_USW00004*|monthly-CDM_lite_FirstRelease_USW00004|5517|68
monthly/CDM_lite_FirstRelease_USW00012*|monthly-CDM_lite_FirstRelease_USW00012|5517|87
monthly/CDM_lite_FirstRelease_USW00013*|monthly-CDM_lite_FirstRelease_USW00013|5517|193
monthly/CDM_lite_FirstRelease_USW00014*|monthly-CDM_lite_FirstRelease_USW00014|5517|188
monthly/CDM_lite_FirstRelease_USW00021*|monthly-CDM_lite_FirstRelease_USW00021|5517|6
monthly/CDM_lite_FirstRelease_USW00022*|monthly-CDM_lite_FirstRelease_USW00022|5517|21
monthly/CDM_lite_FirstRelease_USW00023*|monthly-CDM_lite_FirstRelease_USW00023|5517|141
monthly/CDM_lite_FirstRelease_USW00024*|monthly-CDM_lite_FirstRelease_USW00024|5517|141
monthly/CDM_lite_FirstRelease_USW00025*|monthly-CDM_lite_FirstRelease_USW00025|5517|38
monthly/CDM_lite_FirstRelease_USW00026*|monthly-CDM_lite_FirstRelease_USW00026|5517|62
monthly/CDM_lite_FirstRelease_USW00027*|monthly-CDM_lite_FirstRelease_USW00027|5517|6
monthly/CDM_lite_FirstRelease_USW00045*|monthly-CDM_lite_FirstRelease_USW00045|5517|5
monthly/CDM_lite_FirstRelease_USW00053*|monthly-CDM_lite_FirstRelease_USW00053|5517|128
monthly/CDM_lite_FirstRelease_USW00054*|monthly-CDM_lite_FirstRelease_USW00054|5517|48
monthly/CDM_lite_FirstRelease_USW00056*|monthly-CDM_lite_FirstRelease_USW00056|5517|1
monthly/CDM_lite_FirstRelease_USW00063*|monthly-CDM_lite_FirstRelease_USW00063|5517|32
monthly/CDM_lite_FirstRelease_USW00064*|monthly-CDM_lite_FirstRelease_USW00064|5517|4
monthly/CDM_lite_FirstRelease_USW00073*|monthly-CDM_lite_FirstRelease_USW00073|5517|4
monthly/CDM_lite_FirstRelease_USW00074*|monthly-CDM_lite_FirstRelease_USW00074|5517|1
monthly/CDM_lite_FirstRelease_USW00079*|monthly-CDM_lite_FirstRelease_USW00079|5517|1
monthly/CDM_lite_FirstRelease_USW00092*|monthly-CDM_lite_FirstRelease_USW00092|5517|8
monthly/CDM_lite_FirstRelease_USW00093*|monthly-CDM_lite_FirstRelease_USW00093|5517|194
monthly/CDM_lite_FirstRelease_USW00094*|monthly-CDM_lite_FirstRelease_USW00094|5517|160
monthly/CDM_lite_FirstRelease_USW00096*|monthly-CDM_lite_FirstRelease_USW00096|5517|6
monthly/CDM_lite_FirstRelease_UV000005*|monthly-CDM_lite_FirstRelease_UV000005|5517|7
monthly/CDM_lite_FirstRelease_UV000065*|monthly-CDM_lite_FirstRelease_UV000065|5517|2
monthly/CDM_lite_FirstRelease_UVM00065*|monthly-CDM_lite_FirstRelease_UVM00065|5517|4
monthly/CDM_lite_FirstRelease_UY000001*|monthly-CDM_lite_FirstRelease_UY000001|5517|4
monthly/CDM_lite_FirstRelease_UY000002*|monthly-CDM_lite_FirstRelease_UY000002|5517|1
monthly/CDM_lite_FirstRelease_UY000086*|monthly-CDM_lite_FirstRelease_UY000086|5517|7
monthly/CDM_lite_FirstRelease_UYM00086*|monthly-CDM_lite_FirstRelease_UYM00086|5517|4
monthly/CDM_lite_FirstRelease_UZM00038*|monthly-CDM_lite_FirstRelease_UZM00038|5517|36
monthly/CDM_lite_FirstRelease_VE000002*|monthly-CDM_lite_FirstRelease_VE000002|5517|2
monthly/CDM_lite_FirstRelease_VE000005*|monthly-CDM_lite_FirstRelease_VE000005|5517|1
monthly/CDM_lite_FirstRelease_VE000080*|monthly-CDM_lite_FirstRelease_VE000080|5517|8
monthly/CDM_lite_FirstRelease_VEM00080*|monthly-CDM_lite_FirstRelease_VEM00080|5517|26
monthly/CDM_lite_FirstRelease_VM000048*|monthly-CDM_lite_FirstRelease_VM000048|5517|1
monthly/CDM_lite_FirstRelease_VMM00048*|monthly-CDM_lite_FirstRelease_VMM00048|5517|13
monthly/CDM_lite_FirstRelease_VMW00040*|monthly-CDM_lite_FirstRelease_VMW00040|5517|1
monthly/CDM_lite_FirstRelease_VMW00041*|monthly-CDM_lite_FirstRelease_VMW00041|5517|30
monthly/CDM_lite_FirstRelease_VQ1VISC0*|monthly-CDM_lite_FirstRelease_VQ1VISC0|5517|3
monthly/CDM_lite_FirstRelease_VQ1VIST0*|monthly-CDM_lite_FirstRelease_VQ1VIST0|5517|1
monthly/CDM_lite_FirstRelease_VQC00670*|monthly-CDM_lite_FirstRelease_VQC00670|5517|4
monthly/CDM_lite_FirstRelease_VQC00671*|monthly-CDM_lite_FirstRelease_VQC00671|5517|10
monthly/CDM_lite_FirstRelease_VQC00672*|monthly-CDM_lite_FirstRelease_VQC00672|5517|8
monthly/CDM_lite_FirstRelease_VQC00673*|monthly-CDM_lite_FirstRelease_VQC00673|5517|6
monthly/CDM_lite_FirstRelease_VQC00674*|monthly-CDM_lite_FirstRelease_VQC00674|5517|3
monthly/CDM_lite_FirstRelease_VQC00677*|monthly-CDM_lite_FirstRelease_VQC00677|5517|1
monthly/CDM_lite_FirstRelease_VQC00678*|monthly-CDM_lite_FirstRelease_VQC00678|5517|1
monthly/CDM_lite_FirstRelease_VQC00679*|monthly-CDM_lite_FirstRelease_VQC00679|5517|2
monthly/CDM_lite_FirstRelease_VQW00011*|monthly-CDM_lite_FirstRelease_VQW00011|5517|2
monthly/CDM_lite_FirstRelease_WA004191*|monthly-CDM_lite_FirstRelease_WA004191|5517|1
monthly/CDM_lite_FirstRelease_WA006490*|monthly-CDM_lite_FirstRelease_WA006490|5517|1
monthly/CDM_lite_FirstRelease_WA007401*|monthly-CDM_lite_FirstRelease_WA007401|5517|1
monthly/CDM_lite_FirstRelease_WA007848*|monthly-CDM_lite_FirstRelease_WA007848|5517|1
monthly/CDM_lite_FirstRelease_WA007878*|monthly-CDM_lite_FirstRelease_WA007878|5517|1
monthly/CDM_lite_FirstRelease_WA008707*|monthly-CDM_lite_FirstRelease_WA008707|5517|1
monthly/CDM_lite_FirstRelease_WA010101*|monthly-CDM_lite_FirstRelease_WA010101|5517|1
monthly/CDM_lite_FirstRelease_WA010517*|monthly-CDM_lite_FirstRelease_WA010517|5517|1
monthly/CDM_lite_FirstRelease_WA012084*|monthly-CDM_lite_FirstRelease_WA012084|5517|1
monthly/CDM_lite_FirstRelease_WAM00068*|monthly-CDM_lite_FirstRelease_WAM00068|5517|2
monthly/CDM_lite_FirstRelease_WF000917*|monthly-CDM_lite_FirstRelease_WF000917|5517|1
monthly/CDM_lite_FirstRelease_WFM00091*|monthly-CDM_lite_FirstRelease_WFM00091|5517|1
monthly/CDM_lite_FirstRelease_WIM00060*|monthly-CDM_lite_FirstRelease_WIM00060|5517|1
monthly/CDM_lite_FirstRelease_WQW00041*|monthly-CDM_lite_FirstRelease_WQW00041|5517|1
monthly/CDM_lite_FirstRelease_WZ004455*|monthly-CDM_lite_FirstRelease_WZ004455|5517|1
monthly/CDM_lite_FirstRelease_ZA000067*|monthly-CDM_lite_FirstRelease_ZA000067|5517|5
monthly/CDM_lite_FirstRelease_ZAM00067*|monthly-CDM_lite_FirstRelease_ZAM00067|5517|1
monthly/CDM_lite_FirstRelease_ZI000067*|monthly-CDM_lite_FirstRelease_ZI000067|5517|18
sub_daily/CDM_lite_FirstRelease_??M000788*|sub_daily-CDM_lite_FirstRelease_??M000788|2663|1
sub_daily/CDM_lite_FirstRelease_AAI0000TN*|sub_daily-CDM_lite_FirstRelease_AAI0000TN|2663|1
sub_daily/CDM_lite_FirstRelease_ACI0000TA*|sub_daily-CDM_lite_FirstRelease_ACI0000TA|2663|1
sub_daily/CDM_lite_FirstRelease_ACM000788*|sub_daily-CDM_lite_FirstRelease_ACM000788|2663|1
sub_daily/CDM_lite_FirstRelease_AEI0000OM*|sub_daily-CDM_lite_FirstRelease_AEI0000OM|2663|16
sub_daily/CDM_lite_FirstRelease_AEM000412*|sub_daily-CDM_lite_FirstRelease_AEM000412|2663|1
sub_daily/CDM_lite_FirstRelease_AFA004091*|sub_daily-CDM_lite_FirstRelease_AFA004091|2663|3
sub_daily/CDM_lite_FirstRelease_AFA004092*|sub_daily-CDM_lite_FirstRelease_AFA004092|2663|1
sub_daily/CDM_lite_FirstRelease_AFA004093*|sub_daily-CDM_lite_FirstRelease_AFA004093|2663|3
sub_daily/CDM_lite_FirstRelease_AFA004094*|sub_daily-CDM_lite_FirstRelease_AFA004094|2663|1
sub_daily/CDM_lite_FirstRelease_AFA004095*|sub_daily-CDM_lite_FirstRelease_AFA004095|2663|3
sub_daily/CDM_lite_FirstRelease_AFA004096*|sub_daily-CDM_lite_FirstRelease_AFA004096|2663|1
sub_daily/CDM_lite_FirstRelease_AFA004097*|sub_daily-CDM_lite_FirstRelease_AFA004097|2663|13
sub_daily/CDM_lite_FirstRelease_AFA004098*|sub_daily-CDM_lite_FirstRelease_AFA004098|2663|4
sub_daily/CDM_lite_FirstRelease_AFA004099*|sub_daily-CDM_lite_FirstRelease_AFA004099|2663|5
sub_daily/CDM_lite_FirstRelease_AFI0000OA*|sub_daily-CDM_lite_FirstRelease_AFI0000OA|2663|19
sub_daily/CDM_lite_FirstRelease_AFM000409*|sub_daily-CDM_lite_FirstRelease_AFM000409|2663|20
sub_daily/CDM_lite_FirstRelease_AGA006048*|sub_daily-CDM_lite_FirstRelease_AGA006048|2663|1
sub_daily/CDM_lite_FirstRelease_AGA006050*|sub_daily-CDM_lite_FirstRelease_AGA006050|2663|1
sub_daily/CDM_lite_FirstRelease_AGA006060*|sub_daily-CDM_lite_FirstRelease_AGA006060|2663|1
sub_daily/CDM_lite_FirstRelease_AGA007492*|sub_daily-CDM_lite_FirstRelease_AGA007492|2663|6
sub_daily/CDM_lite_FirstRelease_AGI0000DA*|sub_daily-CDM_lite_FirstRelease_AGI0000DA|2663|20
sub_daily/CDM_lite_FirstRelease_AGM000603*|sub_daily-CDM_lite_FirstRelease_AGM000603|2663|16
sub_daily/CDM_lite_FirstRelease_AGM000604*|sub_daily-CDM_lite_FirstRelease_AGM000604|2663|18
sub_daily/CDM_lite_FirstRelease_AGM000605*|sub_daily-CDM_lite_FirstRelease_AGM000605|2663|9
sub_daily/CDM_lite_FirstRelease_AGM000606*|sub_daily-CDM_lite_FirstRelease_AGM000606|2663|28
sub_daily/CDM_lite_FirstRelease_AGM000749*|sub_daily-CDM_lite_FirstRelease_AGM000749|2663|1
sub_daily/CDM_lite_FirstRelease_AJA003757*|sub_daily-CDM_lite_FirstRelease_AJA003757|2663|1
sub_daily/CDM_lite_FirstRelease_AJI0000UB*|sub_daily-CDM_lite_FirstRelease_AJI0000UB|2663|2
sub_daily/CDM_lite_FirstRelease_AJM000375*|sub_daily-CDM_lite_FirstRelease_AJM000375|2663|1
sub_daily/CDM_lite_FirstRelease_AJM000376*|sub_daily-CDM_lite_FirstRelease_AJM000376|2663|6
sub_daily/CDM_lite_FirstRelease_AJM000377*|sub_daily-CDM_lite_FirstRelease_AJM000377|2663|6
sub_daily/CDM_lite_FirstRelease_AJM000378*|sub_daily-CDM_lite_FirstRelease_AJM000378|2663|18
sub_daily/CDM_lite_FirstRelease_AJM000379*|sub_daily-CDM_lite_FirstRelease_AJM000379|2663|8
sub_daily/CDM_lite_FirstRelease_ALI0000LA*|sub_daily-CDM_lite_FirstRelease_ALI0000LA|2663|2
sub_daily/CDM_lite_FirstRelease_ALM000136*|sub_daily-CDM_lite_FirstRelease_ALM000136|2663|11
sub_daily/CDM_lite_FirstRelease_AMM000376*|sub_daily-CDM_lite_FirstRelease_AMM000376|2663|7
sub_daily/CDM_lite_FirstRelease_AMM000377*|sub_daily-CDM_lite_FirstRelease_AMM000377|2663|10
sub_daily/CDM_lite_FirstRelease_AMM000378*|sub_daily-CDM_lite_FirstRelease_AMM000378|2663|6
sub_daily/CDM_lite_FirstRelease_AMM000379*|sub_daily-CDM_lite_FirstRelease_AMM000379|2663|2
sub_daily/CDM_lite_FirstRelease_AOI0000FN*|sub_daily-CDM_lite_FirstRelease_AOI0000FN|2663|6
sub_daily/CDM_lite_FirstRelease_AOM000661*|sub_daily-CDM_lite_FirstRelease_AOM000661|2663|5
sub_daily/CDM_lite_FirstRelease_AOM000662*|sub_daily-CDM_lite_FirstRelease_AOM000662|2663|3
sub_daily/CDM_lite_FirstRelease_AQA007494*|sub_daily-CDM_lite_FirstRelease_AQA007494|2663|1
sub_daily/CDM_lite_FirstRelease_AQM000917*|sub_daily-CDM_lite_FirstRelease_AQM000917|2663|3
sub_daily/CDM_lite_FirstRelease_ARA008703*|sub_daily-CDM_lite_FirstRelease_ARA008703|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008704*|sub_daily-CDM_lite_FirstRelease_ARA008704|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008721*|sub_daily-CDM_lite_FirstRelease_ARA008721|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008722*|sub_daily-CDM_lite_FirstRelease_ARA008722|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008735*|sub_daily-CDM_lite_FirstRelease_ARA008735|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008740*|sub_daily-CDM_lite_FirstRelease_ARA008740|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008742*|sub_daily-CDM_lite_FirstRelease_ARA008742|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008745*|sub_daily-CDM_lite_FirstRelease_ARA008745|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008747*|sub_daily-CDM_lite_FirstRelease_ARA008747|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008749*|sub_daily-CDM_lite_FirstRelease_ARA008749|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008750*|sub_daily-CDM_lite_FirstRelease_ARA008750|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008751*|sub_daily-CDM_lite_FirstRelease_ARA008751|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008757*|sub_daily-CDM_lite_FirstRelease_ARA008757|2663|2
sub_daily/CDM_lite_FirstRelease_ARA008758*|sub_daily-CDM_lite_FirstRelease_ARA008758|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008764*|sub_daily-CDM_lite_FirstRelease_ARA008764|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008769*|sub_daily-CDM_lite_FirstRelease_ARA008769|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008773*|sub_daily-CDM_lite_FirstRelease_ARA008773|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008774*|sub_daily-CDM_lite_FirstRelease_ARA008774|2663|2
sub_daily/CDM_lite_FirstRelease_ARA008775*|sub_daily-CDM_lite_FirstRelease_ARA008775|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008779*|sub_daily-CDM_lite_FirstRelease_ARA008779|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008780*|sub_daily-CDM_lite_FirstRelease_ARA008780|2663|2
sub_daily/CDM_lite_FirstRelease_ARA008782*|sub_daily-CDM_lite_FirstRelease_ARA008782|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008785*|sub_daily-CDM_lite_FirstRelease_ARA008785|2663|2
sub_daily/CDM_lite_FirstRelease_ARA008791*|sub_daily-CDM_lite_FirstRelease_ARA008791|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008794*|sub_daily-CDM_lite_FirstRelease_ARA008794|2663|1
sub_daily/CDM_lite_FirstRelease_ARA008897*|sub_daily-CDM_lite_FirstRelease_ARA008897|2663|1
sub_daily/CDM_lite_FirstRelease_ARI0000SA*|sub_daily-CDM_lite_FirstRelease_ARI0000SA|2663|66
sub_daily/CDM_lite_FirstRelease_ARM000862*|sub_daily-CDM_lite_FirstRelease_ARM000862|2663|1
sub_daily/CDM_lite_FirstRelease_ARM000870*|sub_daily-CDM_lite_FirstRelease_ARM000870|2663|1
sub_daily/CDM_lite_FirstRelease_ARM000871*|sub_daily-CDM_lite_FirstRelease_ARM000871|2663|7
sub_daily/CDM_lite_FirstRelease_ARM000872*|sub_daily-CDM_lite_FirstRelease_ARM000872|2663|4
sub_daily/CDM_lite_FirstRelease_ARM000873*|sub_daily-CDM_lite_FirstRelease_ARM000873|2663|3
