path_prefix|batch_id|of_n_batches|batch_length
daily/CDM_lite_FirstRelease_US1FLSJ0*|daily-CDM_lite_FirstRelease_US1FLSJ0|5489|12
daily/CDM_lite_FirstRelease_US1FLSL0*|daily-CDM_lite_FirstRelease_US1FLSL0|5489|23
daily/CDM_lite_FirstRelease_US1FLSM0*|daily-CDM_lite_FirstRelease_US1FLSM0|5489|11
daily/CDM_lite_FirstRelease_US1FLSR0*|daily-CDM_lite_FirstRelease_US1FLSR0|5489|14
daily/CDM_lite_FirstRelease_US1FLSS0*|daily-CDM_lite_FirstRelease_US1FLSS0|5489|35
daily/CDM_lite_FirstRelease_US1FLST0*|daily-CDM_lite_FirstRelease_US1FLST0|5489|15
daily/CDM_lite_FirstRelease_US1FLSW0*|daily-CDM_lite_FirstRelease_US1FLSW0|5489|5
daily/CDM_lite_FirstRelease_US1FLTY0*|daily-CDM_lite_FirstRelease_US1FLTY0|5489|1
daily/CDM_lite_FirstRelease_US1FLUN0*|daily-CDM_lite_FirstRelease_US1FLUN0|5489|2
daily/CDM_lite_FirstRelease_US1FLVL0*|daily-CDM_lite_FirstRelease_US1FLVL0|5489|30
daily/CDM_lite_FirstRelease_US1FLWK0*|daily-CDM_lite_FirstRelease_US1FLWK0|5489|6
daily/CDM_lite_FirstRelease_US1FLWS0*|daily-CDM_lite_FirstRelease_US1FLWS0|5489|2
daily/CDM_lite_FirstRelease_US1FLWT0*|daily-CDM_lite_FirstRelease_US1FLWT0|5489|11
daily/CDM_lite_FirstRelease_US1GAAP0*|daily-CDM_lite_FirstRelease_US1GAAP0|5489|3
daily/CDM_lite_FirstRelease_US1GAAT0*|daily-CDM_lite_FirstRelease_US1GAAT0|5489|1
daily/CDM_lite_FirstRelease_US1GABB0*|daily-CDM_lite_FirstRelease_US1GABB0|5489|9
daily/CDM_lite_FirstRelease_US1GABD0*|daily-CDM_lite_FirstRelease_US1GABD0|5489|1
daily/CDM_lite_FirstRelease_US1GABH0*|daily-CDM_lite_FirstRelease_US1GABH0|5489|1
daily/CDM_lite_FirstRelease_US1GABK0*|daily-CDM_lite_FirstRelease_US1GABK0|5489|2
daily/CDM_lite_FirstRelease_US1GABL0*|daily-CDM_lite_FirstRelease_US1GABL0|5489|3
daily/CDM_lite_FirstRelease_US1GABN0*|daily-CDM_lite_FirstRelease_US1GABN0|5489|3
daily/CDM_lite_FirstRelease_US1GABR0*|daily-CDM_lite_FirstRelease_US1GABR0|5489|5
daily/CDM_lite_FirstRelease_US1GABS0*|daily-CDM_lite_FirstRelease_US1GABS0|5489|2
daily/CDM_lite_FirstRelease_US1GABT0*|daily-CDM_lite_FirstRelease_US1GABT0|5489|2
daily/CDM_lite_FirstRelease_US1GABU0*|daily-CDM_lite_FirstRelease_US1GABU0|5489|5
daily/CDM_lite_FirstRelease_US1GABW0*|daily-CDM_lite_FirstRelease_US1GABW0|5489|6
daily/CDM_lite_FirstRelease_US1GABY0*|daily-CDM_lite_FirstRelease_US1GABY0|5489|2
daily/CDM_lite_FirstRelease_US1GACB0*|daily-CDM_lite_FirstRelease_US1GACB0|5489|20
daily/CDM_lite_FirstRelease_US1GACD0*|daily-CDM_lite_FirstRelease_US1GACD0|5489|1
daily/CDM_lite_FirstRelease_US1GACE0*|daily-CDM_lite_FirstRelease_US1GACE0|5489|21
daily/CDM_lite_FirstRelease_US1GACF0*|daily-CDM_lite_FirstRelease_US1GACF0|5489|3
daily/CDM_lite_FirstRelease_US1GACG0*|daily-CDM_lite_FirstRelease_US1GACG0|5489|4
daily/CDM_lite_FirstRelease_US1GACH0*|daily-CDM_lite_FirstRelease_US1GACH0|5489|3
daily/CDM_lite_FirstRelease_US1GACK0*|daily-CDM_lite_FirstRelease_US1GACK0|5489|11
daily/CDM_lite_FirstRelease_US1GACL0*|daily-CDM_lite_FirstRelease_US1GACL0|5489|9
daily/CDM_lite_FirstRelease_US1GACM0*|daily-CDM_lite_FirstRelease_US1GACM0|5489|7
daily/CDM_lite_FirstRelease_US1GACN0*|daily-CDM_lite_FirstRelease_US1GACN0|5489|2
daily/CDM_lite_FirstRelease_US1GACO0*|daily-CDM_lite_FirstRelease_US1GACO0|5489|1
daily/CDM_lite_FirstRelease_US1GACQ0*|daily-CDM_lite_FirstRelease_US1GACQ0|5489|6
daily/CDM_lite_FirstRelease_US1GACR0*|daily-CDM_lite_FirstRelease_US1GACR0|5489|2
daily/CDM_lite_FirstRelease_US1GACS0*|daily-CDM_lite_FirstRelease_US1GACS0|5489|6
daily/CDM_lite_FirstRelease_US1GACT0*|daily-CDM_lite_FirstRelease_US1GACT0|5489|43
daily/CDM_lite_FirstRelease_US1GACU0*|daily-CDM_lite_FirstRelease_US1GACU0|5489|10
daily/CDM_lite_FirstRelease_US1GACW0*|daily-CDM_lite_FirstRelease_US1GACW0|5489|14
daily/CDM_lite_FirstRelease_US1GACY0*|daily-CDM_lite_FirstRelease_US1GACY0|5489|1
daily/CDM_lite_FirstRelease_US1GADC0*|daily-CDM_lite_FirstRelease_US1GADC0|5489|1
daily/CDM_lite_FirstRelease_US1GADD0*|daily-CDM_lite_FirstRelease_US1GADD0|5489|2
daily/CDM_lite_FirstRelease_US1GADG0*|daily-CDM_lite_FirstRelease_US1GADG0|5489|5
daily/CDM_lite_FirstRelease_US1GADH0*|daily-CDM_lite_FirstRelease_US1GADH0|5489|5
daily/CDM_lite_FirstRelease_US1GADK0*|daily-CDM_lite_FirstRelease_US1GADK0|5489|31
daily/CDM_lite_FirstRelease_US1GADS0*|daily-CDM_lite_FirstRelease_US1GADS0|5489|7
daily/CDM_lite_FirstRelease_US1GADW0*|daily-CDM_lite_FirstRelease_US1GADW0|5489|1
daily/CDM_lite_FirstRelease_US1GAEF0*|daily-CDM_lite_FirstRelease_US1GAEF0|5489|9
daily/CDM_lite_FirstRelease_US1GAEL0*|daily-CDM_lite_FirstRelease_US1GAEL0|5489|5
daily/CDM_lite_FirstRelease_US1GAEM0*|daily-CDM_lite_FirstRelease_US1GAEM0|5489|3
daily/CDM_lite_FirstRelease_US1GAER0*|daily-CDM_lite_FirstRelease_US1GAER0|5489|1
daily/CDM_lite_FirstRelease_US1GAEV0*|daily-CDM_lite_FirstRelease_US1GAEV0|5489|3
daily/CDM_lite_FirstRelease_US1GAFL0*|daily-CDM_lite_FirstRelease_US1GAFL0|5489|8
daily/CDM_lite_FirstRelease_US1GAFN0*|daily-CDM_lite_FirstRelease_US1GAFN0|5489|7
daily/CDM_lite_FirstRelease_US1GAFR0*|daily-CDM_lite_FirstRelease_US1GAFR0|5489|10
daily/CDM_lite_FirstRelease_US1GAFS0*|daily-CDM_lite_FirstRelease_US1GAFS0|5489|11
daily/CDM_lite_FirstRelease_US1GAFT0*|daily-CDM_lite_FirstRelease_US1GAFT0|5489|23
daily/CDM_lite_FirstRelease_US1GAFY0*|daily-CDM_lite_FirstRelease_US1GAFY0|5489|17
daily/CDM_lite_FirstRelease_US1GAGD0*|daily-CDM_lite_FirstRelease_US1GAGD0|5489|4
daily/CDM_lite_FirstRelease_US1GAGE0*|daily-CDM_lite_FirstRelease_US1GAGE0|5489|2
daily/CDM_lite_FirstRelease_US1GAGM0*|daily-CDM_lite_FirstRelease_US1GAGM0|5489|6
daily/CDM_lite_FirstRelease_US1GAGN0*|daily-CDM_lite_FirstRelease_US1GAGN0|5489|4
daily/CDM_lite_FirstRelease_US1GAGW0*|daily-CDM_lite_FirstRelease_US1GAGW0|5489|31
daily/CDM_lite_FirstRelease_US1GAGY0*|daily-CDM_lite_FirstRelease_US1GAGY0|5489|2
daily/CDM_lite_FirstRelease_US1GAHB0*|daily-CDM_lite_FirstRelease_US1GAHB0|5489|10
daily/CDM_lite_FirstRelease_US1GAHL0*|daily-CDM_lite_FirstRelease_US1GAHL0|5489|14
daily/CDM_lite_FirstRelease_US1GAHN0*|daily-CDM_lite_FirstRelease_US1GAHN0|5489|1
daily/CDM_lite_FirstRelease_US1GAHR0*|daily-CDM_lite_FirstRelease_US1GAHR0|5489|2
daily/CDM_lite_FirstRelease_US1GAHS0*|daily-CDM_lite_FirstRelease_US1GAHS0|5489|14
daily/CDM_lite_FirstRelease_US1GAHT0*|daily-CDM_lite_FirstRelease_US1GAHT0|5489|2
daily/CDM_lite_FirstRelease_US1GAHY0*|daily-CDM_lite_FirstRelease_US1GAHY0|5489|17
daily/CDM_lite_FirstRelease_US1GAJC0*|daily-CDM_lite_FirstRelease_US1GAJC0|5489|12
daily/CDM_lite_FirstRelease_US1GAJH0*|daily-CDM_lite_FirstRelease_US1GAJH0|5489|1
daily/CDM_lite_FirstRelease_US1GAJN0*|daily-CDM_lite_FirstRelease_US1GAJN0|5489|3
daily/CDM_lite_FirstRelease_US1GALB0*|daily-CDM_lite_FirstRelease_US1GALB0|5489|3
daily/CDM_lite_FirstRelease_US1GALE0*|daily-CDM_lite_FirstRelease_US1GALE0|5489|2
daily/CDM_lite_FirstRelease_US1GALG0*|daily-CDM_lite_FirstRelease_US1GALG0|5489|1
daily/CDM_lite_FirstRelease_US1GALN0*|daily-CDM_lite_FirstRelease_US1GALN0|5489|1
daily/CDM_lite_FirstRelease_US1GALP0*|daily-CDM_lite_FirstRelease_US1GALP0|5489|2
daily/CDM_lite_FirstRelease_US1GALR0*|daily-CDM_lite_FirstRelease_US1GALR0|5489|4
daily/CDM_lite_FirstRelease_US1GALW0*|daily-CDM_lite_FirstRelease_US1GALW0|5489|17
daily/CDM_lite_FirstRelease_US1GAMA0*|daily-CDM_lite_FirstRelease_US1GAMA0|5489|19
daily/CDM_lite_FirstRelease_US1GAMD0*|daily-CDM_lite_FirstRelease_US1GAMD0|5489|3
daily/CDM_lite_FirstRelease_US1GAMG0*|daily-CDM_lite_FirstRelease_US1GAMG0|5489|1
daily/CDM_lite_FirstRelease_US1GAMI0*|daily-CDM_lite_FirstRelease_US1GAMI0|5489|6
daily/CDM_lite_FirstRelease_US1GAML0*|daily-CDM_lite_FirstRelease_US1GAML0|5489|1
daily/CDM_lite_FirstRelease_US1GAMN0*|daily-CDM_lite_FirstRelease_US1GAMN0|5489|8
daily/CDM_lite_FirstRelease_US1GAMS0*|daily-CDM_lite_FirstRelease_US1GAMS0|5489|1
daily/CDM_lite_FirstRelease_US1GAMT0*|daily-CDM_lite_FirstRelease_US1GAMT0|5489|6
daily/CDM_lite_FirstRelease_US1GAMW0*|daily-CDM_lite_FirstRelease_US1GAMW0|5489|6
daily/CDM_lite_FirstRelease_US1GANW0*|daily-CDM_lite_FirstRelease_US1GANW0|5489|3
daily/CDM_lite_FirstRelease_US1GAOC0*|daily-CDM_lite_FirstRelease_US1GAOC0|5489|11
daily/CDM_lite_FirstRelease_US1GAOG0*|daily-CDM_lite_FirstRelease_US1GAOG0|5489|17
daily/CDM_lite_FirstRelease_US1GAPC0*|daily-CDM_lite_FirstRelease_US1GAPC0|5489|4
daily/CDM_lite_FirstRelease_US1GAPE0*|daily-CDM_lite_FirstRelease_US1GAPE0|5489|2
daily/CDM_lite_FirstRelease_US1GAPG0*|daily-CDM_lite_FirstRelease_US1GAPG0|5489|6
daily/CDM_lite_FirstRelease_US1GAPK0*|daily-CDM_lite_FirstRelease_US1GAPK0|5489|1
daily/CDM_lite_FirstRelease_US1GAPL0*|daily-CDM_lite_FirstRelease_US1GAPL0|5489|4
daily/CDM_lite_FirstRelease_US1GAPT0*|daily-CDM_lite_FirstRelease_US1GAPT0|5489|1
daily/CDM_lite_FirstRelease_US1GARB0*|daily-CDM_lite_FirstRelease_US1GARB0|5489|6
daily/CDM_lite_FirstRelease_US1GARC0*|daily-CDM_lite_FirstRelease_US1GARC0|5489|6
daily/CDM_lite_FirstRelease_US1GARK0*|daily-CDM_lite_FirstRelease_US1GARK0|5489|2
daily/CDM_lite_FirstRelease_US1GASM0*|daily-CDM_lite_FirstRelease_US1GASM0|5489|1
daily/CDM_lite_FirstRelease_US1GASP0*|daily-CDM_lite_FirstRelease_US1GASP0|5489|6
daily/CDM_lite_FirstRelease_US1GASR0*|daily-CDM_lite_FirstRelease_US1GASR0|5489|2
daily/CDM_lite_FirstRelease_US1GAST0*|daily-CDM_lite_FirstRelease_US1GAST0|5489|4
daily/CDM_lite_FirstRelease_US1GASV0*|daily-CDM_lite_FirstRelease_US1GASV0|5489|4
daily/CDM_lite_FirstRelease_US1GASY0*|daily-CDM_lite_FirstRelease_US1GASY0|5489|2
daily/CDM_lite_FirstRelease_US1GATE0*|daily-CDM_lite_FirstRelease_US1GATE0|5489|1
daily/CDM_lite_FirstRelease_US1GATF0*|daily-CDM_lite_FirstRelease_US1GATF0|5489|5
daily/CDM_lite_FirstRelease_US1GATG0*|daily-CDM_lite_FirstRelease_US1GATG0|5489|1
daily/CDM_lite_FirstRelease_US1GATH0*|daily-CDM_lite_FirstRelease_US1GATH0|5489|5
daily/CDM_lite_FirstRelease_US1GATL0*|daily-CDM_lite_FirstRelease_US1GATL0|5489|1
daily/CDM_lite_FirstRelease_US1GATP0*|daily-CDM_lite_FirstRelease_US1GATP0|5489|7
daily/CDM_lite_FirstRelease_US1GATW0*|daily-CDM_lite_FirstRelease_US1GATW0|5489|1
daily/CDM_lite_FirstRelease_US1GATY0*|daily-CDM_lite_FirstRelease_US1GATY0|5489|2
daily/CDM_lite_FirstRelease_US1GAUN0*|daily-CDM_lite_FirstRelease_US1GAUN0|5489|6
daily/CDM_lite_FirstRelease_US1GAUP0*|daily-CDM_lite_FirstRelease_US1GAUP0|5489|2
daily/CDM_lite_FirstRelease_US1GAWA0*|daily-CDM_lite_FirstRelease_US1GAWA0|5489|3
daily/CDM_lite_FirstRelease_US1GAWE0*|daily-CDM_lite_FirstRelease_US1GAWE0|5489|1
daily/CDM_lite_FirstRelease_US1GAWF0*|daily-CDM_lite_FirstRelease_US1GAWF0|5489|1
daily/CDM_lite_FirstRelease_US1GAWG0*|daily-CDM_lite_FirstRelease_US1GAWG0|5489|1
daily/CDM_lite_FirstRelease_US1GAWH0*|daily-CDM_lite_FirstRelease_US1GAWH0|5489|6
daily/CDM_lite_FirstRelease_US1GAWL0*|daily-CDM_lite_FirstRelease_US1GAWL0|5489|8
daily/CDM_lite_FirstRelease_US1GAWR0*|daily-CDM_lite_FirstRelease_US1GAWR0|5489|3
daily/CDM_lite_FirstRelease_US1GAWS0*|daily-CDM_lite_FirstRelease_US1GAWS0|5489|3
daily/CDM_lite_FirstRelease_US1GAWT0*|daily-CDM_lite_FirstRelease_US1GAWT0|5489|2
daily/CDM_lite_FirstRelease_US1GAWY0*|daily-CDM_lite_FirstRelease_US1GAWY0|5489|4
daily/CDM_lite_FirstRelease_US1HIHI0*|daily-CDM_lite_FirstRelease_US1HIHI0|5489|42
daily/CDM_lite_FirstRelease_US1HIHN0*|daily-CDM_lite_FirstRelease_US1HIHN0|5489|17
daily/CDM_lite_FirstRelease_US1HIKI0*|daily-CDM_lite_FirstRelease_US1HIKI0|5489|20
daily/CDM_lite_FirstRelease_US1HIMI0*|daily-CDM_lite_FirstRelease_US1HIMI0|5489|4
daily/CDM_lite_FirstRelease_US1IAAP0*|daily-CDM_lite_FirstRelease_US1IAAP0|5489|3
daily/CDM_lite_FirstRelease_US1IABC0*|daily-CDM_lite_FirstRelease_US1IABC0|5489|4
daily/CDM_lite_FirstRelease_US1IABH0*|daily-CDM_lite_FirstRelease_US1IABH0|5489|10
daily/CDM_lite_FirstRelease_US1IABM0*|daily-CDM_lite_FirstRelease_US1IABM0|5489|1
daily/CDM_lite_FirstRelease_US1IABN0*|daily-CDM_lite_FirstRelease_US1IABN0|5489|6
daily/CDM_lite_FirstRelease_US1IABT0*|daily-CDM_lite_FirstRelease_US1IABT0|5489|5
daily/CDM_lite_FirstRelease_US1IABU0*|daily-CDM_lite_FirstRelease_US1IABU0|5489|3
daily/CDM_lite_FirstRelease_US1IABV0*|daily-CDM_lite_FirstRelease_US1IABV0|5489|2
daily/CDM_lite_FirstRelease_US1IACF0*|daily-CDM_lite_FirstRelease_US1IACF0|5489|3
daily/CDM_lite_FirstRelease_US1IACG0*|daily-CDM_lite_FirstRelease_US1IACG0|5489|4
daily/CDM_lite_FirstRelease_US1IACH0*|daily-CDM_lite_FirstRelease_US1IACH0|5489|1
daily/CDM_lite_FirstRelease_US1IACK0*|daily-CDM_lite_FirstRelease_US1IACK0|5489|3
daily/CDM_lite_FirstRelease_US1IACL0*|daily-CDM_lite_FirstRelease_US1IACL0|5489|3
daily/CDM_lite_FirstRelease_US1IACN0*|daily-CDM_lite_FirstRelease_US1IACN0|5489|9
daily/CDM_lite_FirstRelease_US1IACR0*|daily-CDM_lite_FirstRelease_US1IACR0|5489|5
daily/CDM_lite_FirstRelease_US1IACS0*|daily-CDM_lite_FirstRelease_US1IACS0|5489|4
daily/CDM_lite_FirstRelease_US1IACT0*|daily-CDM_lite_FirstRelease_US1IACT0|5489|1
daily/CDM_lite_FirstRelease_US1IACW0*|daily-CDM_lite_FirstRelease_US1IACW0|5489|3
daily/CDM_lite_FirstRelease_US1IACY0*|daily-CDM_lite_FirstRelease_US1IACY0|5489|3
daily/CDM_lite_FirstRelease_US1IADB0*|daily-CDM_lite_FirstRelease_US1IADB0|5489|7
daily/CDM_lite_FirstRelease_US1IADC0*|daily-CDM_lite_FirstRelease_US1IADC0|5489|1
daily/CDM_lite_FirstRelease_US1IADK0*|daily-CDM_lite_FirstRelease_US1IADK0|5489|4
daily/CDM_lite_FirstRelease_US1IADL0*|daily-CDM_lite_FirstRelease_US1IADL0|5489|12
daily/CDM_lite_FirstRelease_US1IADM0*|daily-CDM_lite_FirstRelease_US1IADM0|5489|6
daily/CDM_lite_FirstRelease_US1IADV0*|daily-CDM_lite_FirstRelease_US1IADV0|5489|3
daily/CDM_lite_FirstRelease_US1IADW0*|daily-CDM_lite_FirstRelease_US1IADW0|5489|2
daily/CDM_lite_FirstRelease_US1IAEM0*|daily-CDM_lite_FirstRelease_US1IAEM0|5489|2
daily/CDM_lite_FirstRelease_US1IAFL0*|daily-CDM_lite_FirstRelease_US1IAFL0|5489|1
daily/CDM_lite_FirstRelease_US1IAFM0*|daily-CDM_lite_FirstRelease_US1IAFM0|5489|1
daily/CDM_lite_FirstRelease_US1IAFR0*|daily-CDM_lite_FirstRelease_US1IAFR0|5489|1
daily/CDM_lite_FirstRelease_US1IAFY0*|daily-CDM_lite_FirstRelease_US1IAFY0|5489|4
daily/CDM_lite_FirstRelease_US1IAGN0*|daily-CDM_lite_FirstRelease_US1IAGN0|5489|3
daily/CDM_lite_FirstRelease_US1IAGT0*|daily-CDM_lite_FirstRelease_US1IAGT0|5489|3
daily/CDM_lite_FirstRelease_US1IAHB0*|daily-CDM_lite_FirstRelease_US1IAHB0|5489|1
daily/CDM_lite_FirstRelease_US1IAHD0*|daily-CDM_lite_FirstRelease_US1IAHD0|5489|2
daily/CDM_lite_FirstRelease_US1IAHM0*|daily-CDM_lite_FirstRelease_US1IAHM0|5489|1
daily/CDM_lite_FirstRelease_US1IAHN0*|daily-CDM_lite_FirstRelease_US1IAHN0|5489|1
daily/CDM_lite_FirstRelease_US1IAHR0*|daily-CDM_lite_FirstRelease_US1IAHR0|5489|10
daily/CDM_lite_FirstRelease_US1IAHY0*|daily-CDM_lite_FirstRelease_US1IAHY0|5489|4
daily/CDM_lite_FirstRelease_US1IAIA0*|daily-CDM_lite_FirstRelease_US1IAIA0|5489|4
daily/CDM_lite_FirstRelease_US1IAID0*|daily-CDM_lite_FirstRelease_US1IAID0|5489|1
daily/CDM_lite_FirstRelease_US1IAJC0*|daily-CDM_lite_FirstRelease_US1IAJC0|5489|5
daily/CDM_lite_FirstRelease_US1IAJF0*|daily-CDM_lite_FirstRelease_US1IAJF0|5489|2
daily/CDM_lite_FirstRelease_US1IAJH0*|daily-CDM_lite_FirstRelease_US1IAJH0|5489|8
daily/CDM_lite_FirstRelease_US1IAJN0*|daily-CDM_lite_FirstRelease_US1IAJN0|5489|2
daily/CDM_lite_FirstRelease_US1IAJS0*|daily-CDM_lite_FirstRelease_US1IAJS0|5489|2
daily/CDM_lite_FirstRelease_US1IAKK0*|daily-CDM_lite_FirstRelease_US1IAKK0|5489|2
daily/CDM_lite_FirstRelease_US1IAKS0*|daily-CDM_lite_FirstRelease_US1IAKS0|5489|1
daily/CDM_lite_FirstRelease_US1IALC0*|daily-CDM_lite_FirstRelease_US1IALC0|5489|1
daily/CDM_lite_FirstRelease_US1IALE0*|daily-CDM_lite_FirstRelease_US1IALE0|5489|7
daily/CDM_lite_FirstRelease_US1IALN0*|daily-CDM_lite_FirstRelease_US1IALN0|5489|16
daily/CDM_lite_FirstRelease_US1IALY0*|daily-CDM_lite_FirstRelease_US1IALY0|5489|3
daily/CDM_lite_FirstRelease_US1IAMA0*|daily-CDM_lite_FirstRelease_US1IAMA0|5489|5
daily/CDM_lite_FirstRelease_US1IAMC0*|daily-CDM_lite_FirstRelease_US1IAMC0|5489|3
daily/CDM_lite_FirstRelease_US1IAMD0*|daily-CDM_lite_FirstRelease_US1IAMD0|5489|3
daily/CDM_lite_FirstRelease_US1IAMH0*|daily-CDM_lite_FirstRelease_US1IAMH0|5489|2
daily/CDM_lite_FirstRelease_US1IAML0*|daily-CDM_lite_FirstRelease_US1IAML0|5489|1
daily/CDM_lite_FirstRelease_US1IAMN0*|daily-CDM_lite_FirstRelease_US1IAMN0|5489|1
daily/CDM_lite_FirstRelease_US1IAMR0*|daily-CDM_lite_FirstRelease_US1IAMR0|5489|1
daily/CDM_lite_FirstRelease_US1IAMS0*|daily-CDM_lite_FirstRelease_US1IAMS0|5489|3
daily/CDM_lite_FirstRelease_US1IAMY0*|daily-CDM_lite_FirstRelease_US1IAMY0|5489|1
daily/CDM_lite_FirstRelease_US1IAOS0*|daily-CDM_lite_FirstRelease_US1IAOS0|5489|1
daily/CDM_lite_FirstRelease_US1IAPA0*|daily-CDM_lite_FirstRelease_US1IAPA0|5489|4
daily/CDM_lite_FirstRelease_US1IAPC0*|daily-CDM_lite_FirstRelease_US1IAPC0|5489|3
daily/CDM_lite_FirstRelease_US1IAPG0*|daily-CDM_lite_FirstRelease_US1IAPG0|5489|1
daily/CDM_lite_FirstRelease_US1IAPK0*|daily-CDM_lite_FirstRelease_US1IAPK0|5489|37
daily/CDM_lite_FirstRelease_US1IAPL0*|daily-CDM_lite_FirstRelease_US1IAPL0|5489|3
daily/CDM_lite_FirstRelease_US1IAPT0*|daily-CDM_lite_FirstRelease_US1IAPT0|5489|5
daily/CDM_lite_FirstRelease_US1IAPW0*|daily-CDM_lite_FirstRelease_US1IAPW0|5489|3
daily/CDM_lite_FirstRelease_US1IASC0*|daily-CDM_lite_FirstRelease_US1IASC0|5489|2
daily/CDM_lite_FirstRelease_US1IASH0*|daily-CDM_lite_FirstRelease_US1IASH0|5489|2
daily/CDM_lite_FirstRelease_US1IASR0*|daily-CDM_lite_FirstRelease_US1IASR0|5489|13
daily/CDM_lite_FirstRelease_US1IAST0*|daily-CDM_lite_FirstRelease_US1IAST0|5489|21
daily/CDM_lite_FirstRelease_US1IASX0*|daily-CDM_lite_FirstRelease_US1IASX0|5489|4
daily/CDM_lite_FirstRelease_US1IATM0*|daily-CDM_lite_FirstRelease_US1IATM0|5489|1
daily/CDM_lite_FirstRelease_US1IATY0*|daily-CDM_lite_FirstRelease_US1IATY0|5489|3
daily/CDM_lite_FirstRelease_US1IAUN0*|daily-CDM_lite_FirstRelease_US1IAUN0|5489|2
daily/CDM_lite_FirstRelease_US1IAVB0*|daily-CDM_lite_FirstRelease_US1IAVB0|5489|5
daily/CDM_lite_FirstRelease_US1IAWB0*|daily-CDM_lite_FirstRelease_US1IAWB0|5489|6
daily/CDM_lite_FirstRelease_US1IAWD0*|daily-CDM_lite_FirstRelease_US1IAWD0|5489|1
daily/CDM_lite_FirstRelease_US1IAWH0*|daily-CDM_lite_FirstRelease_US1IAWH0|5489|4
daily/CDM_lite_FirstRelease_US1IAWN0*|daily-CDM_lite_FirstRelease_US1IAWN0|5489|1
daily/CDM_lite_FirstRelease_US1IAWP0*|daily-CDM_lite_FirstRelease_US1IAWP0|5489|4
daily/CDM_lite_FirstRelease_US1IAWR0*|daily-CDM_lite_FirstRelease_US1IAWR0|5489|7
daily/CDM_lite_FirstRelease_US1IAWS0*|daily-CDM_lite_FirstRelease_US1IAWS0|5489|2
daily/CDM_lite_FirstRelease_US1IAWT0*|daily-CDM_lite_FirstRelease_US1IAWT0|5489|1
daily/CDM_lite_FirstRelease_US1IAWY0*|daily-CDM_lite_FirstRelease_US1IAWY0|5489|1
daily/CDM_lite_FirstRelease_US1IDAD0*|daily-CDM_lite_FirstRelease_US1IDAD0|5489|23
daily/CDM_lite_FirstRelease_US1IDAM0*|daily-CDM_lite_FirstRelease_US1IDAM0|5489|2
daily/CDM_lite_FirstRelease_US1IDBD0*|daily-CDM_lite_FirstRelease_US1IDBD0|5489|5
daily/CDM_lite_FirstRelease_US1IDBG0*|daily-CDM_lite_FirstRelease_US1IDBG0|5489|2
daily/CDM_lite_FirstRelease_US1IDBK0*|daily-CDM_lite_FirstRelease_US1IDBK0|5489|6
daily/CDM_lite_FirstRelease_US1IDBL0*|daily-CDM_lite_FirstRelease_US1IDBL0|5489|1
daily/CDM_lite_FirstRelease_US1IDBN0*|daily-CDM_lite_FirstRelease_US1IDBN0|5489|2
daily/CDM_lite_FirstRelease_US1IDBR0*|daily-CDM_lite_FirstRelease_US1IDBR0|5489|19
daily/CDM_lite_FirstRelease_US1IDBS0*|daily-CDM_lite_FirstRelease_US1IDBS0|5489|4
daily/CDM_lite_FirstRelease_US1IDBT0*|daily-CDM_lite_FirstRelease_US1IDBT0|5489|1
daily/CDM_lite_FirstRelease_US1IDBV0*|daily-CDM_lite_FirstRelease_US1IDBV0|5489|3
daily/CDM_lite_FirstRelease_US1IDBW0*|daily-CDM_lite_FirstRelease_US1IDBW0|5489|2
daily/CDM_lite_FirstRelease_US1IDCR0*|daily-CDM_lite_FirstRelease_US1IDCR0|5489|2
daily/CDM_lite_FirstRelease_US1IDCT0*|daily-CDM_lite_FirstRelease_US1IDCT0|5489|1
daily/CDM_lite_FirstRelease_US1IDCW0*|daily-CDM_lite_FirstRelease_US1IDCW0|5489|6
daily/CDM_lite_FirstRelease_US1IDCY0*|daily-CDM_lite_FirstRelease_US1IDCY0|5489|12
daily/CDM_lite_FirstRelease_US1IDEL0*|daily-CDM_lite_FirstRelease_US1IDEL0|5489|3
daily/CDM_lite_FirstRelease_US1IDFK0*|daily-CDM_lite_FirstRelease_US1IDFK0|5489|1
daily/CDM_lite_FirstRelease_US1IDFM0*|daily-CDM_lite_FirstRelease_US1IDFM0|5489|1
daily/CDM_lite_FirstRelease_US1IDGD0*|daily-CDM_lite_FirstRelease_US1IDGD0|5489|3
daily/CDM_lite_FirstRelease_US1IDGM0*|daily-CDM_lite_FirstRelease_US1IDGM0|5489|1
daily/CDM_lite_FirstRelease_US1IDID0*|daily-CDM_lite_FirstRelease_US1IDID0|5489|8
daily/CDM_lite_FirstRelease_US1IDKT0*|daily-CDM_lite_FirstRelease_US1IDKT0|5489|15
daily/CDM_lite_FirstRelease_US1IDLM0*|daily-CDM_lite_FirstRelease_US1IDLM0|5489|1
daily/CDM_lite_FirstRelease_US1IDLT0*|daily-CDM_lite_FirstRelease_US1IDLT0|5489|8
daily/CDM_lite_FirstRelease_US1IDLW0*|daily-CDM_lite_FirstRelease_US1IDLW0|5489|1
daily/CDM_lite_FirstRelease_US1IDMD0*|daily-CDM_lite_FirstRelease_US1IDMD0|5489|2
daily/CDM_lite_FirstRelease_US1IDNP0*|daily-CDM_lite_FirstRelease_US1IDNP0|5489|3
daily/CDM_lite_FirstRelease_US1IDON0*|daily-CDM_lite_FirstRelease_US1IDON0|5489|1
